﻿UIC;Gare;Jour de la semaine;Horaire en jour normal;Horaire en jour férié
0087473868;Paimpol;Mercredi;06:30-20:50;09:00-20:45
0087594168;Égletons;Lundi;14:00-21:45;14:00-21:45
0087473546;Callac;Lundi;06:30-20:30;Fermé
0087594093;Ussel;Mardi;05:30-21:30;06:40-23:10
0087473546;Callac;Mercredi;06:30-20:30;Fermé
0087594002;Brive-la-Gaillarde;Dimanche;04:00-00:00;04:00-00:00
0087473504;Carhaix;Lundi;06:20-21:55;11:50-12:30
0087592873;Chabanais;Mercredi;14:40-18:10;
0087473504;Carhaix;Mercredi;06:20-21:55;11:50-12:30
0087592741;Bussière-Galant;Vendredi;06:05-21:25;11:05-21:10
0087473504;Carhaix;Vendredi;06:20-21:55;11:50-12:30
0087592725;Nexon;Lundi;05:15-23:59;08:00-23:59
0087473504;Carhaix;Samedi;09:00-20:50;11:50-12:30
0087592725;Nexon;Mercredi;05:15-23:59;08:00-23:59
0087473504;Carhaix;Samedi;09:00-20:50;14:50-20:50
0087592717;Saillat - Chassenon;Vendredi;04:45-23:20;10:00-23:20
0087473504;Carhaix;Dimanche;14:50-20:50;14:50-20:50
0087592717;Saillat - Chassenon;Dimanche;10:00-23:20;10:00-23:20
0087473207;Guingamp;Lundi;06:00-21:50;09:55-22:50
0087592709;Saint-Junien;Mardi;05:55-20:30;08:00-23:30
0087473207;Guingamp;Mardi;06:00-21:50;09:55-22:50
0087592709;Saint-Junien;Samedi;08:00-19:30;08:00-23:30
0087473207;Guingamp;Mercredi;06:00-21:50;09:55-22:50
0087592709;Saint-Junien;Dimanche;08:00-23:30;08:00-23:30
0087473207;Guingamp;Vendredi;06:00-22:50;09:55-22:50
0087592667;Aixe-sur-Vienne;Dimanche;08:00-23:25;08:00-23:25
0087473207;Guingamp;Samedi;06:05-21:50;09:55-22:50
0087592543;Le Dorat;Vendredi;08:50-11:30;
0087473108;Lamballe;Lundi;05:30-21:30;09:15-21:30
0087592501;La Coquille;Jeudi;06:00-21:10;
0087473108;Lamballe;Mardi;05:30-21:30;09:15-21:30
0087592311;Ambazac;Samedi;00:00-23:59;00:00-23:59
0087473108;Lamballe;Jeudi;05:30-21:30;09:15-21:30
0087592287;Saint-Germain-les-Belles;Vendredi;00:00-23:59;00:00-23:59
0087473009;Saint-Brieuc;Mardi;05:15-21:50;08:45-23:30
0087592121;Eymoutiers Vassivière;Mardi;07:00-11:45;11:20-17:00
0087471334;Janzé;Mardi;06:30-19:20;Fermé
0087592071;Saint-Léonard-de-Noblat;Vendredi;13:00-16:00;
0087471334;Janzé;Vendredi;06:30-19:20;Fermé
0087592022;Limoges Montjovis;Mercredi;13:45-18:00;
0087471151;Guichen - Bourg-des-Comptes;Samedi;11:00-20:00;
0087592006;Limoges Bénédictins;Lundi;04:30-22:30;05:30-22:30
0087471078;Montfort-sur-Meu;Mercredi;06:45-13:45;Fermé
0087592006;Limoges Bénédictins;Mercredi;04:30-22:30;05:30-22:30
0087448514;Avranches;Dimanche;11:00-18:20;11:00-18:20
0087586693;Aiguillon;Mardi;07:25-12:15;
0087448159;Vire;Lundi;13:30-17:20;11:00-18:00
0087586651;Tonneins;Mardi;07:45-12:10;14:00-18:55
0087448159;Vire;Mercredi;08:45-12:30;11:00-18:00
0087586651;Tonneins;Mercredi;07:45-12:10;14:00-18:55
0087448159;Vire;Mercredi;13:30-17:20;11:00-18:00
0087586545;Marmande;Vendredi;05:40-22:10;08:30-22:10
0087448159;Vire;Jeudi;08:45-12:30;11:00-18:00
0087586438;Penne;Jeudi;13:30-16:00;Fermé
0087448159;Vire;Jeudi;13:30-17:20;11:00-18:00
0087586008;Agen;Samedi;05:25-22:40;07:00-23:05
0087448159;Vire;Vendredi;13:30-17:20;11:00-18:00
0087584615;Saint-Seurin-sur-l'Isle;Mardi;14:10-18:00;
0087448159;Vire;Samedi;13:30-17:20;11:00-18:00
0087584615;Saint-Seurin-sur-l'Isle;Mercredi;14:10-18:00;
0087448001;Flers;Mercredi;09:30-13:15;09:30-16:45
0087584615;Saint-Seurin-sur-l'Isle;Jeudi;11:05-12:05;
0087448001;Flers;Mercredi;14:15-17:45;09:30-16:45
0087584615;Saint-Seurin-sur-l'Isle;Vendredi;14:10-18:00;
0087448001;Flers;Jeudi;09:30-13:15;09:30-16:45
0087584516;Coutras;Lundi;05:00-21:00;09:40-21:00
0087447698;Villedieu-les-Poêles;Mardi;06:00-23:00;07:00-23:00
0087584516;Coutras;Mardi;05:00-21:00;09:40-21:00
0087447698;Villedieu-les-Poêles;Dimanche;07:00-23:00;07:00-23:00
0087584441;Lalinde;Lundi;07:40-12:30;
0087447680;Granville;Lundi;04:15-23:20;06:15-23:20
0087584193;Sainte-Foy-la-Grande;Mardi;06:00-18:40;08:30-12:20
0087447680;Granville;Jeudi;05:15-23:20;06:15-23:20
0087584193;Sainte-Foy-la-Grande;Mardi;06:00-18:40;14:05-20:45
0087447284;Valognes;Mercredi;10:10-17:15;11:20-19:00
0087584193;Sainte-Foy-la-Grande;Jeudi;06:00-18:40;08:30-12:20
0087447284;Valognes;Samedi;10:10-17:15;11:20-19:00
0087584193;Sainte-Foy-la-Grande;Samedi;08:10-18:40;08:30-12:20
0087447243;Carentan;Lundi;06:00-18:30;11:40-19:20
0087584193;Sainte-Foy-la-Grande;Samedi;08:10-18:40;14:05-20:45
0087447243;Carentan;Samedi;07:45-17:15;11:40-19:20
0087584136;Castillon;Vendredi;06:10-11:25;12:45-19:00
0087447219;Lison;Dimanche;08:15-23:45;08:15-23:45
0087584052;Libourne;Mardi;05:20-22:45;07:30-00:00
0087444877;Cherbourg;Lundi;04:45-00:30;06:45-00:45
0087584052;Libourne;Mercredi;05:20-22:45;07:30-00:00
0087444877;Cherbourg;Jeudi;05:15-00:30;06:45-00:45
0087583849;Ruffec;Lundi;06:00-22:00;06:00-22:00
0087444711;Alençon;Mardi;05:55-21:45;06:25-21:10
0087583849;Ruffec;Jeudi;06:00-22:00;06:00-22:00
0087444638;L'Aigle;Lundi;13:30-14:45;09:45-12:00
0087583203;Ruelle;Samedi;09:00-14:00;
0087444638;L'Aigle;Mercredi;13:30-14:45;09:45-12:00
0087583005;Angoulême;Mardi;05:40-23:45;05:55-00:30
0087444638;L'Aigle;Jeudi;13:30-14:45;09:45-12:00
0087583005;Angoulême;Samedi;05:55-21:45;05:55-00:30
0087444638;L'Aigle;Samedi;09:00-12:00;13:30-18:00
0087583005;Angoulême;Dimanche;05:55-00:30;05:55-00:30
0087444562;Surdon;Jeudi;04:30-22:00;06:05-21:40
0087582866;La Réole;Jeudi;06:30-12:00;13:00-19:30
0087444539;Argentan;Samedi;05:45-22:00;06:15-22:20
0087582866;La Réole;Jeudi;13:15-15:00;13:00-19:30
0087444414;Dives - Cabourg;Vendredi;13:15-18:00;13:10-20:00
0087582866;La Réole;Vendredi;13:15-15:00;13:00-19:30
0087444372;Trouville - Deauville;Mercredi;06:20-21:45;07:20-21:10
0087582775;Langon;Lundi;05:30-21:40;08:30-21:40
0087444349;Pont-l'Évêque;Dimanche;06:30-21:10;06:30-21:10
0087582775;Langon;Samedi;05:30-20:40;08:30-21:40
0087444315;Serquigny;Lundi;05:40-20:30;09:30-13:15
0087582742;Cérons;Mercredi;07:00-12:00;
0087444315;Serquigny;Samedi;07:35-18:25;15:00-19:45
0087582742;Cérons;Jeudi;07:00-12:00;
0087444315;Serquigny;Dimanche;09:30-13:15;09:30-13:15
0087582742;Cérons;Vendredi;09:00-12:00;
0087444315;Serquigny;Dimanche;15:00-19:45;09:30-13:15
0087582742;Cérons;Samedi;09:00-12:00;
0087444315;Serquigny;Dimanche;15:00-19:45;15:00-19:45
0087582643;La Teste;Vendredi;08:00-18:30;11:00-18:30
0087444299;Bernay;Mercredi;05:30-20:05;10:00-20:00
0087582635;La Hume;Lundi;06:45-12:45;
0087444299;Bernay;Samedi;13:30-18:05;10:00-20:00
0087582635;La Hume;Mardi;06:45-12:45;
0087444265;Lisieux;Dimanche;07:50-22:30;07:50-22:30
0087582619;Gujan-Mestras;Lundi;14:15-18:00;10:30-12:00
0087444208;Mézidon - Canon;Lundi;05:15-20:30;08:30-22:00
0087582619;Gujan-Mestras;Vendredi;14:15-18:00;10:30-12:00
0087444208;Mézidon - Canon;Jeudi;05:50-20:30;08:30-22:00
0087582619;Gujan-Mestras;Vendredi;14:15-18:00;14:00-18:30
0087444067;Bayeux;Mardi;05:50-20:30;07:05-21:35
0087582619;Gujan-Mestras;Dimanche;14:00-18:30;10:30-12:00
0087444067;Bayeux;Jeudi;05:50-20:30;07:05-21:35
0087582601;Le Teich;Mardi;06:15-13:25;
0087444067;Bayeux;Samedi;06:45-20:30;07:05-21:35
0087582601;Le Teich;Jeudi;06:15-13:25;
0087439554;Vitrolles Aéroport Marseille Provence;Lundi;11:45-18:45;11:45-18:45
0087582551;Labouheyre;Lundi;14:00-18:00;
0087415893;Bonnières;Samedi;10:00-17:40;10:00-17:40
0087582536;Ychoux;Mardi;12:30-17:00;14:05-18:45
0087415877;Val-de-Reuil;Mardi;05:30-20:05;10:05-20:10
0087582536;Ychoux;Mercredi;12:30-17:00;14:05-18:45
0087415877;Val-de-Reuil;Dimanche;10:05-20:10;10:05-20:10
0087582536;Ychoux;Jeudi;07:15-10:30;14:05-18:45
0087415620;Gaillon - Aubevoye;Lundi;05:25-20:30;11:15-19:15
0087582478;Biganos Facture;Mardi;05:30-20:00;07:00-20:00
0087415620;Gaillon - Aubevoye;Mardi;05:25-20:30;11:15-19:15
0087582478;Biganos Facture;Samedi;07:00-20:00;07:00-20:00
0087415158;Auffay;Vendredi;08:00-16:35;Fermé
0087581850;Bassens;Lundi;13:00-18:00;
0087415018;Dieppe;Lundi;05:00-22:20;07:20-22:15
0087581801;Bègles;Lundi;15:00-18:30;
0087415018;Dieppe;Mercredi;05:00-22:20;07:20-22:15
0087581801;Bègles;Vendredi;15:00-18:30;
0087415018;Dieppe;Vendredi;05:00-22:20;07:20-22:15
0087581751;Pessac;Mercredi;08:00-19:00;09:00-14:30
0087413542;Fécamp;Lundi;09:15-12:00;
0087581389;Le Verdon;Vendredi;00:00-23:59;00:00-23:59
0087413542;Fécamp;Vendredi;09:15-12:00;
0087581389;Le Verdon;Dimanche;00:00-23:59;00:00-23:59
0087413542;Fécamp;Vendredi;13:15-17:35;
0087581371;Soulac-sur-Mer;Vendredi;00:00-23:59;00:00-23:59
0087413385;Yvetot;Mercredi;05:30-21:00;08:15-21:30
0087581371;Soulac-sur-Mer;Samedi;00:00-23:59;00:00-23:59
0087413385;Yvetot;Vendredi;05:30-21:00;08:15-21:30
0087581314;Lesparre;Mercredi;07:10-12:00;12:20-18:10
0087413344;Bréauté - Beuzeville;Mercredi;05:25-21:30;08:10-21:30
0087581314;Lesparre;Vendredi;13:45-16:10;10:40-12:00
0087413013;Le Havre;Mercredi;04:45-23:00;06:15-00:15
0087581314;Lesparre;Samedi;08:00-15:15;12:20-18:10
0087413013;Le Havre;Samedi;04:45-00:15;06:15-00:15
0087581314;Lesparre;Dimanche;10:40-12:00;12:20-18:10
0087411249;Maromme;Mardi;06:00-20:00;
0087581314;Lesparre;Dimanche;12:20-18:10;12:20-18:10
0087411249;Maromme;Jeudi;06:00-20:00;
0087581256;Pauillac;Mardi;13:30-17:00;08:15-19:00
0087411207;Oissel;Mercredi;06:45-19:15;11:00-19:15
0087581256;Pauillac;Mercredi;08:30-12:15;08:15-19:00
0087411207;Oissel;Samedi;08:00-17:45;11:00-19:15
0087581256;Pauillac;Mercredi;13:30-17:00;08:15-19:00
0087401323;Mouans-Sartoux;Lundi;07:00-15:10;
0087581256;Pauillac;Dimanche;08:15-19:00;08:15-19:00
0087401323;Mouans-Sartoux;Mercredi;07:00-15:10;
0087581009;Bordeaux Saint-Jean;Mardi;04:45-00:30;06:00-01:00
0087401323;Mouans-Sartoux;Vendredi;07:00-15:10;
0087576439;Avord;Lundi;05:50-19:40;Fermé
0087396606;Château-du-Loir;Dimanche;08:00-22:30;
0087576298;Châteauneuf-sur-Cher;Lundi;05:30-20:45;08:05-20:20
0087396564;Écommoy;Jeudi;08:35-12:00;
0087576272;Saint-Florent-sur-Cher;Jeudi;05:00-21:50;08:20-21:50
0087396564;Écommoy;Jeudi;13:00-16:00;
0087576207;Bourges;Lundi;05:00-21:45;07:30-23:30
0087396549;Arnage;Mercredi;14:00-17:30;Fermé
0087576207;Bourges;Mardi;05:00-21:45;07:30-23:30
0087396549;Arnage;Vendredi;09:30-12:00;Fermé
0087576009;Vierzon;Jeudi;05:45-21:00;10:00-22:30
0087396549;Arnage;Vendredi;14:00-17:30;Fermé
0087576009;Vierzon;Samedi;06:30-20:00;10:00-22:30
0087396325;La Ferté-Bernard;Lundi;08:10-12:30;
0087574475;Bléré la Croix;Mercredi;07:15-20:30;
0087396325;La Ferté-Bernard;Mercredi;14:00-16:35;
0087574343;Amboise;Vendredi;06:15-21:00;09:00-21:15
0087396309;Connerré - Beillé;Mercredi;06:50-13:50;
0087574319;Onzain - Chaumont-sur-Loire;Mardi;09:20-12:45;
0087396002;Le Mans;Dimanche;06:45-00:00;06:45-00:00
0087574319;Onzain - Chaumont-sur-Loire;Mardi;14:00-18:20;
0087394452;Brou;Jeudi;06:00-18:00;
0087574319;Onzain - Chaumont-sur-Loire;Mercredi;14:00-18:20;
0087394411;Bailleau-le-pin;Lundi;06:15-18:00;Fermé
0087574319;Onzain - Chaumont-sur-Loire;Samedi;14:00-18:20;
0087394296;Nogent-le-Rotrou;Mercredi;05:40-19:55;08:00-21:35
0087574160;Beaugency;Lundi;05:45-12:45;13:40-20:15
0087394148;Saint-Piat;Mardi;06:05-13:20;Fermé
0087574160;Beaugency;Lundi;13:10-20:10;13:40-20:15
0087394148;Saint-Piat;Jeudi;06:05-13:20;Fermé
0087574160;Beaugency;Mardi;05:45-12:45;13:40-20:15
0087394007;Chartres;Lundi;05:00-13:00;14:00-22:00
0087574160;Beaugency;Mercredi;05:45-12:45;07:45-12:25
0087394007;Chartres;Lundi;14:00-22:00;05:00-13:00
0087574160;Beaugency;Jeudi;13:10-20:10;07:45-12:25
0087394007;Chartres;Samedi;05:00-13:00;05:00-13:00
0087574160;Beaugency;Jeudi;13:10-20:10;13:40-20:15
0087394007;Chartres;Dimanche;05:00-13:00;14:00-22:00
0087574160;Beaugency;Samedi;09:30-13:20;13:40-20:15
0087393702;Massy TGV;Jeudi;06:10-21:25;
0087574160;Beaugency;Samedi;13:40-16:05;07:45-12:25
0087393702;Massy TGV;Vendredi;06:10-21:25;
0087574160;Beaugency;Dimanche;07:45-12:25;07:45-12:25
0087393595;Verneuil-sur-Avre;Mardi;07:45-12:00;15:25-22:05
0087574137;Meung-sur-Loire;Mardi;05:55-20:15;13:35-20:20
0087393595;Verneuil-sur-Avre;Samedi;09:45-17:25;15:25-22:05
0087571216;Vendôme - Villiers-sur-Loir;Mercredi;06:10-21:30;07:20-21:30
0087393488;Dreux;Mardi;04:20-01:00;05:20-01:00
0087571216;Vendôme - Villiers-sur-Loir;Vendredi;06:10-21:30;07:20-21:30
0087393488;Dreux;Dimanche;05:20-01:00;05:20-01:00
0087547307;Musée d'Orsay;Vendredi;04:30-00:45;04:30-23:30
0087393314;Rambouillet;Lundi;06:00-13:00;06:00-13:00
0087547000;Paris Austerlitz;Vendredi;04:30-01:00;04:30-01:00
0087393314;Rambouillet;Mardi;06:00-13:00;06:00-13:00
0087545731;Bonneval;Mardi;06:15-20:35;
0087393314;Rambouillet;Mardi;06:00-13:00;13:30-21:00
0087545657;Auneau;Vendredi;06:20-20:20;12:20-20:40
0087393314;Rambouillet;Mardi;13:30-21:00;13:30-21:00
0087545301;Ivry-sur-Seine;Mardi;05:00-01:10;05:00-01:10
0087393314;Rambouillet;Samedi;13:30-21:00;06:00-13:00
0087545285;Choisy-le-Roi;Jeudi;04:30-01:10;04:30-01:10
0087393009;Versailles Chantiers;Lundi;04:30-01:30;04:30-01:30
0087545285;Choisy-le-Roi;Dimanche;04:30-01:10;04:30-01:10
0087393009;Versailles Chantiers;Mercredi;04:30-01:30;04:30-01:30
0087543165;Salbris;Mercredi;06:30-13:00;09:15-14:15
0087391003;Paris Montparnasse;Lundi;05:00-01:15;05:00-01:15
0087543165;Salbris;Mercredi;06:30-13:00;16:00-19:30
0087391003;Paris Montparnasse;Mardi;05:00-01:15;05:00-01:15
0087543165;Salbris;Vendredi;16:30-19:30;16:00-19:30
0087391003;Paris Montparnasse;Jeudi;05:00-01:15;05:00-01:15
0087543165;Salbris;Dimanche;09:15-14:15;16:00-19:30
0087387001;Évreux Normandie;Vendredi;05:00-22:50;07:00-21:50
0087543140;Lamotte-Beuvron;Jeudi;06:05-20:30;15:15-20:50
0087387001;Évreux Normandie;Dimanche;07:00-21:50;07:00-21:50
0087543017;Les Aubrais;Mardi;04:45-00:30;05:15-00:30
0087386763;Épône - Mézières;Mercredi;05:45-21:00;
0087543017;Les Aubrais;Vendredi;04:45-00:30;05:15-00:30
0087386763;Épône - Mézières;Vendredi;05:45-21:00;
0087497461;Gallieni Cancéropôle;Lundi;00:00-23:59;00:00-23:59
0087386730;Aubergenville Élisabethville;Jeudi;06:10-01:15;06:10-01:15
0087497461;Gallieni Cancéropôle;Jeudi;00:00-23:59;00:00-23:59
0087386730;Aubergenville Élisabethville;Dimanche;06:10-01:15;06:10-01:15
0087497461;Gallieni Cancéropôle;Vendredi;00:00-23:59;00:00-23:59
0087386649;Villennes-sur-Seine;Lundi;06:25-12:50;
0087492108;Les Ardoines;Mercredi;05:00-00:45;05:00-00:45
0087386649;Villennes-sur-Seine;Mardi;14:00-19:55;
0087491811;Saujon;Mardi;05:50-19:50;08:00-21:10
0087386649;Villennes-sur-Seine;Jeudi;06:25-12:50;
0087491811;Saujon;Mercredi;05:50-19:50;08:00-21:10
0087386409;Houilles - Carrières-sur-Seine;Lundi;04:30-02:00;04:30-02:00
0087491803;Royan;Jeudi;05:15-23:30;08:15-23:45
0087386409;Houilles - Carrières-sur-Seine;Vendredi;04:30-02:00;04:30-02:00
0087491449;Cognac;Jeudi;06:00-22:30;08:45-22:30
0087384008;Paris Saint-Lazare;Mercredi;05:00-01:15;05:00-01:15
0087491241;Saint-André-de-Cubzac;Lundi;06:30-19:15;10:30-13:00
0087384008;Paris Saint-Lazare;Vendredi;05:00-01:15;05:00-01:15
0087491241;Saint-André-de-Cubzac;Lundi;06:30-19:15;14:00-18:45
0087382358;Saint-Cloud;Mercredi;05:00-01:30;05:00-01:30
0087491241;Saint-André-de-Cubzac;Jeudi;06:30-19:15;10:30-13:00
0087382358;Saint-Cloud;Jeudi;05:00-01:30;05:00-01:30
0087491241;Saint-André-de-Cubzac;Jeudi;06:30-19:15;14:00-18:45
0087382358;Saint-Cloud;Dimanche;05:00-01:30;05:00-01:30
0087491241;Saint-André-de-Cubzac;Samedi;10:30-13:00;10:30-13:00
0087382218;La Défense;Mardi;04:45-01:30;
0087491209;Saint-Mariens - Saint-Yzan;Samedi;07:10-19:50;15:10-21:20
0087382218;La Défense;Dimanche;04:45-01:30;
0087491142;Jonzac;Mardi;08:30-18:00;12:45-15:30
0087381624;Bréval;Lundi;15:35-20:55;16:50-22:05
0087491142;Jonzac;Mercredi;08:30-18:00;12:45-15:30
0087381624;Bréval;Mercredi;05:45-12:55;16:50-22:05
0087491100;Pons;Vendredi;15:00-20:00;16:30-19:30
0087381624;Bréval;Jeudi;05:45-12:55;16:50-22:05
0087491001;Saintes;Samedi;06:00-22:50;08:05-22:50
0087381624;Bréval;Dimanche;16:50-22:05;16:50-22:05
0087487603;Saumur;Lundi;04:30-23:00;04:30-00:15
0087381590;Mantes Station;Dimanche;05:30-02:20;05:30-02:20
0087487603;Saumur;Mercredi;04:30-23:00;04:30-00:15
0087381244;Gisors;Mardi;06:20-20:00;07:45-22:00
0087487603;Saumur;Vendredi;04:30-23:00;04:30-00:15
0087353573;Le Toec;Lundi;00:00-23:59;00:00-23:59
0087487603;Saumur;Dimanche;04:30-00:15;04:30-00:15
0087353573;Le Toec;Mercredi;00:00-23:59;00:00-23:59
0087487249;Bressuire;Dimanche;15:30-21:55;15:30-21:55
0087345561;Caudry;Mercredi;12:00-19:00;
0087486571;Saint-Gilles-Croix-de-Vie;Lundi;05:25-18:45;09:20-20:00
0087345561;Caudry;Samedi;09:00-13:00;
0087486571;Saint-Gilles-Croix-de-Vie;Mardi;05:25-18:45;09:20-20:00
0087345561;Caudry;Samedi;14:00-17:00;
0087486571;Saint-Gilles-Croix-de-Vie;Jeudi;05:25-18:45;09:20-20:00
0087345520;Cambrai;Mardi;05:00-20:00;08:00-20:00
0087486332;Chantonnay;Lundi;06:10-19:50;10:00-11:50
0087345520;Cambrai;Mercredi;05:00-20:00;08:00-20:00
0087486332;Chantonnay;Lundi;06:10-19:50;16:40-19:50
0087345520;Cambrai;Vendredi;05:00-20:00;08:00-20:00
0087486332;Chantonnay;Samedi;10:00-11:50;16:40-19:50
0087345256;Libercourt;Mardi;06:00-18:30;
0087486019;La Roche-sur-Yon;Mardi;05:10-22:00;07:30-23:15
0087345256;Libercourt;Mercredi;06:00-18:30;
0087485490;Saint-Maixent-L'École;Mercredi;06:15-19:00;08:20-19:00
0087345157;Hénin-Beaumont;Lundi;06:00-20:00;
0087485300;Niort;Mardi;05:40-21:50;07:50-22:50
0087345157;Hénin-Beaumont;Mardi;06:00-20:00;
0087485300;Niort;Jeudi;05:40-21:50;07:50-22:50
0087345157;Hénin-Beaumont;Vendredi;06:00-20:00;
0087485300;Niort;Dimanche;07:50-22:50;07:50-22:50
0087345157;Hénin-Beaumont;Samedi;13:00-17:00;
0087485144;Rochefort;Lundi;05:30-21:25;07:30-23:00
0087345140;Billy-Montigny;Lundi;06:30-12:00;
0087485144;Rochefort;Mercredi;05:30-21:25;07:30-23:00
0087345140;Billy-Montigny;Mardi;06:30-12:00;
0087484337;La Possonnière;Samedi;06:00-20:00;08:30-23:00
0087345140;Billy-Montigny;Jeudi;06:30-12:00;
0087484303;Cholet;Lundi;05:35-20:30;08:15-22:00
0087345025;Lens;Lundi;04:30-22:30;07:30-21:35
0087484246;Chemillé;Lundi;05:45-20:00;
0087345025;Lens;Samedi;06:05-21:35;07:30-21:35
0087484246;Chemillé;Mardi;05:45-20:00;
0087345009;Douai;Vendredi;05:15-22:30;07:55-23:25
0087484246;Chemillé;Mercredi;05:45-20:00;
0087343459;Denain;Mercredi;12:00-19:00;
0087484204;Chalonnes;Lundi;06:00-19:50;
0087343004;Valenciennes;Mercredi;04:30-23:10;07:40-00:00
0087484204;Chalonnes;Jeudi;06:00-19:50;
0087343004;Valenciennes;Samedi;06:15-22:30;07:40-00:00
0087484006;Angers Saint-Laud;Dimanche;06:00-23:25;06:00-23:25
0087343004;Valenciennes;Dimanche;07:40-00:00;07:40-00:00
0087481846;Pontchâteau;Mardi;07:00-12:30;
0087342543;Calonne-Ricouart;Mercredi;06:00-13:00;
0087481846;Pontchâteau;Mercredi;07:00-12:30;
0087342337;Saint-Pol-sur-Ternoise;Lundi;05:15-20:45;08:15-20:50
0087481846;Pontchâteau;Mercredi;14:05-16:00;
0087342337;Saint-Pol-sur-Ternoise;Mardi;05:15-20:45;08:15-20:50
0087481838;Savenay;Jeudi;05:00-23:00;07:00-23:00
0087342337;Saint-Pol-sur-Ternoise;Samedi;06:00-21:00;08:15-20:50
0087481788;Le Croisic;Mardi;05:10-20:00;
0087342279;Isbergues;Samedi;09:00-12:00;
0087481788;Le Croisic;Jeudi;05:10-20:00;
0087342238;Lillers;Mardi;11:30-18:30;
0087481788;Le Croisic;Vendredi;05:10-20:00;
0087342139;Noeux;Mardi;11:30-18:30;
0087481762;Le Pouliguen;Vendredi;09:30-12:45;09:30-12:45
0087342139;Noeux;Mercredi;11:30-18:30;
0087481762;Le Pouliguen;Samedi;09:30-12:45;09:30-12:45
0087342105;Bully - Grenay;Jeudi;06:00-13:00;
0087481762;Le Pouliguen;Samedi;14:30-18:30;14:30-18:30
0087342014;Arras;Lundi;05:25-23:30;07:30-22:55
0087481762;Le Pouliguen;Dimanche;09:30-12:45;14:30-18:30
0087432906;Neuville Université;Lundi;06:30-21:30;06:30-21:30
0087481762;Le Pouliguen;Dimanche;14:30-18:30;09:30-12:45
0087432906;Neuville Université;Mardi;06:30-21:30;06:30-21:30
0087481754;La Baule-Escoublac;Mardi;05:15-20:10;07:15-22:00
0087432906;Neuville Université;Dimanche;06:30-21:30;06:30-21:30
0087481754;La Baule-Escoublac;Mercredi;05:15-20:10;07:15-22:00
0087328328;Bibliothèque François Mitterrand;Jeudi;04:45-01:10;04:45-01:10
0087481747;Pornichet;Dimanche;09:35-12:00;
0087328328;Bibliothèque François Mitterrand;Samedi;04:45-01:10;04:45-01:10
0087481705;Saint-Nazaire;Mercredi;04:45-23:15;
0087324095;Futuroscope;Lundi;07:00-21:00;07:00-21:00
0087481705;Saint-Nazaire;Vendredi;04:45-00:50;
0087324095;Futuroscope;Mercredi;07:00-21:00;07:00-21:00
0087481465;Montaigu;Lundi;05:30-20:00;05:30-20:00
0087324095;Futuroscope;Dimanche;07:00-21:00;07:00-21:00
0087481465;Montaigu;Mardi;05:30-20:00;05:30-20:00
0087319012;Aix-en-Provence TGV;Mercredi;05:30-00:45;05:30-01:15
0087481465;Montaigu;Jeudi;05:30-20:00;05:30-20:00
0087319012;Aix-en-Provence TGV;Samedi;05:30-00:45;05:30-01:15
0087481440;Clisson;Jeudi;06:30-20:00;13:15-21:00
0087318964;Avignon TGV;Mercredi;05:00-00:00;05:45-00:00
0087481440;Clisson;Vendredi;06:30-20:00;13:15-21:00
0087317586;Boulogne;Mardi;04:30-21:40;08:25-21:40
0087481390;Challans;Mardi;05:30-20:00;05:30-20:00
0087317529;Le Tréport - Mers-les-Bains;Jeudi;05:15-22:00;06:15-23:15
0087481390;Challans;Dimanche;05:30-20:00;05:30-20:00
0087317529;Le Tréport - Mers-les-Bains;Vendredi;05:15-22:00;06:15-23:15
0087481283;Pornic;Mercredi;06:15-20:45;09:30-21:15
0087317529;Le Tréport - Mers-les-Bains;Dimanche;06:15-23:15;06:15-23:15
0087481283;Pornic;Dimanche;09:30-21:15;09:30-21:15
0087317404;Rue;Vendredi;06:05-13:35;14:35-20:40
0087481226;Sainte-Pazanne;Dimanche;09:30-21:15;09:30-21:15
0087317404;Rue;Dimanche;14:35-20:40;14:35-20:40
0087481192;Ancenis;Jeudi;05:50-21:45;08:15-22:45
0087317396;Noyelles-sur-Mer;Vendredi;06:05-13:35;14:35-20:40
0087481002;Nantes;Vendredi;04:20-00:15;05:30-00:15
0087317396;Noyelles-sur-Mer;Samedi;14:20-18:40;14:35-20:40
0087478404;Laval;Jeudi;05:30-23:00;06:20-23:00
0087317396;Noyelles-sur-Mer;Dimanche;14:35-20:40;14:35-20:40
0087478107;Saint-Malo;Jeudi;05:10-22:40;08:00-21:45
0087317362;Abbeville;Mardi;06:00-19:45;07:50-18:20
0087478107;Saint-Malo;Dimanche;08:00-21:45;08:00-21:45
0087317362;Abbeville;Mercredi;06:00-19:45;07:50-18:20
0087478073;Dol-de-Bretagne;Jeudi;06:00-21:00;08:40-21:20
0087317362;Abbeville;Samedi;06:00-18:20;07:50-18:20
0087478057;Combourg;Mercredi;06:30-13:45;Fermé
0087317263;Calais;Mardi;03:55-22:40;07:50-22:40
0087476671;Questembert;Vendredi;11:00-18:20;Fermé
0087317065;Étaples - Le Touquet;Mardi;04:45-20:00;08:20-20:20
0087476606;Vannes;Samedi;05:30-21:40;08:30-22:40
0087317016;Boulogne Tintelleries;Lundi;11:00-18:00;
0087476317;Quimperlé;Mercredi;14:00-17:40;12:00-19:15
0087317016;Boulogne Tintelleries;Jeudi;11:00-18:00;
